$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
430$25845392$长津湖$尘飞扬$2021-09-30 22:18:50$1$聪明人都懂得，不要在主旋律电影中学历史
431$25845392$长津湖$藤藤$2021-09-30 16:02:04$42$谢谢先辈们，吾辈安稳，未经历过战争。故事讲的有些乱，为了祖国情怀也值得。
432$25845392$长津湖$mOco$2022-04-14 14:55:32$5$太长太长了，废戏真心不少，没必要舍不得删减；开场特效太赶客了；战争场面，前半部分的被美空军压制，以及帮助被夜袭村庄都很不错，反倒是最后的长津湖战役杂乱而仓促；缺少普通中朝民众的戏，所以战争必要性只能通过台词交代而非情节；除雷公外，其余角色还是过于脸谱化。
433$25845392$长津湖$Bazinga$2021-10-01 12:32:14$97$"伟大的抗美援朝精神历久弥新！
中国人民志愿军战士永垂不朽！"
434$25845392$长津湖$啊啾啊嚏$2021-10-02 23:40:38$46$“你留一只胳膊，他留一个耳朵，我留下一只脚，还有许多残肢断骨，我们合葬在一起，凝聚成一个特殊的我。我是谁？我是我，也不是我。我是祖国的卫士，我是人民的护兵。我的身躯属于我，我的生命，属于人民，属于祖国”。
435$25845392$长津湖$黄岛$2021-10-27 01:20:55$6$"第3265-向19万多烈士致敬。
谈谈几点电影的不足。
第一是前面大多数时间是以点代面，这个点还没讲完，后面就突然跳跃到大局观，这个点没了前后呼应。就像听了两小时武松打虎的评书，最后十分钟就讲到了梁山招安。
第二是战斗场面剪辑衔接过快。就像一场篮球赛被剪成了进球集锦。
第三是主演个个武力值超群，子弹炮弹打不着，当然不只是中国的战斗片这个样。
第四是文戏中点燃情绪的就是沂蒙小调那里，可背景音乐短，情绪刚要上来就结束了。
写不下了，放影评里"
436$25845392$长津湖$2666$2021-09-29 22:13:22$37$以战求和平，打出百年安定。
437$25845392$长津湖$wen小白$2022-01-11 08:04:14$7$比预告片差远了，没有新意，战争片段有点混乱，个人觉得还不如金刚川
438$25845392$长津湖$wxhh🙊$2021-10-01 17:35:21$75$"“为什么我的眼里常饱含泪水

因为我爱这片土地爱的深沉”"
439$25845392$长津湖$曾婉拒过热巴$2021-10-01 10:55:30$25$整部电影由几场战争戏串起来，剧情可以忽略，致敬革命先烈
440$25845392$长津湖$抱素$2021-10-01 08:37:07$39$昨晚去看的黄金场，几乎满场，小孩子太多了，时间长坐不住，血腥场面又害怕，上窜下跳，吱哇乱叫，很影响观影体验。三个小时确实有点长，常年坐办公室的老腰有点遭不住，但战争场面不错，有几个镜头很惊艳，确实要花大钱才能拍出来，坚持看完了，也没有去厕所。电影有些割裂，陈大导演的痕迹很明显，扣半颗星。万里的成长线不错，很清晰，感觉他后期能顶个迫击炮用，主角光环有。吴京真是帅，无法形容的好👍另外，黄轩演的毛岸英真是败笔，不明白，扣半颗星。散场后，有些人说结尾看的云里雾里，确实结尾收尾潦草了些，平时历史知识掌握的不好，看起来有些吃力。期待《冬与狮》
441$25845392$长津湖$静物女王$2021-10-30 19:40:29$11$画质太差了，差点以为走错了地儿，其次四字弟弟的表演和《少年的你》如出一辙
442$25845392$长津湖$秋日廿$2021-09-26 23:29:47$454$“这盛世，如您所愿”，是看完电影脑海中浮现的第一个想法。看电影之前，抗美援朝战争对于我的记忆只是存在于历史课本中，但真正看完整部影片时，历史书上的事件重现在眼前时，才切身体会到当年抗美援朝的不容易！电影用176分钟带我们去了解抗美援朝的那段历史，在牢记历史的同时，也要珍惜现在的生活。之前担心时长过长会坐不住，结果根本不会，电影的节奏感很棒，176分钟情节紧凑，甚至在结束的时候还意犹未尽绝对算得上史诗级的效果！电影的画面和配乐都搭配的非常舒适，明明是2D电影，却体验到了3D 4D的效果，仿佛置身在枪林弹雨之中。每一位演员出场的时候，给我的感觉是他就属于这个角色！性格特点格外鲜明，每个人都很好。影片不能说是完美，但真的精彩极了！
443$25845392$长津湖$ISFJ（92百分比$2021-10-02 21:15:09$20$有点乱 中途还睡着了……但是bgm真心好听
444$25845392$长津湖$Doupoeit$2021-12-24 23:04:54$36$多给一星致敬前辈吧
445$25845392$长津湖$五里雾$2022-03-26 17:18:36$5$真的厌倦了音效特效的狂轰滥炸，可不可以先把故事讲好？
446$25845392$长津湖$多整点儿香菜$2021-10-01 21:06:37$37$妈呀，我又红了！电影有点虎头蛇尾，但第一个小节解救兄弟部队那一段，非常赞，私以为是不是徐克导的这段…易烊千玺前途无量！
447$25845392$长津湖$静静的进化$2021-10-01 08:50:19$125$拍的真不错，都是演技派
448$25845392$长津湖$入梦金鱼🐳$2021-09-30 16:00:53$259$每个人物都立体鲜明，有血有肉。看完之后最大的感受就是要有对历史的敬畏心。对抗美援朝这段历史有了更深刻的了解，原来比我们书本上学到的要艰难千万倍。一定要铭记那些捍我中华、强我中华蚍蜉撼大树的英雄们！！！
449$25845392$长津湖$boks$2022-02-05 10:18:57$1$这个开头调色的热血澎湃超现实感，是徐克搞得吧。蛮好的
450$25845392$长津湖$imclouds$2021-10-02 17:18:23$13$镜头太太太晃了，第一次和美军的正面交锋拍的比最后总攻要好很多，总觉得结局有点仓促和拉胯，韩东君和朱亚文的人设实在是太好了，一个有勇有谋神枪手，一个带着书生文雅气儿，冷静思考以小换大的指导员，其他的正常发挥吧
451$25845392$长津湖$淘:MZAN美妆$2021-10-03 11:28:50$40$国产电影越来越好看了
452$25845392$长津湖$相濡以沫$2021-10-01 17:11:23$46$刚看完，八分，战争场面华语之最！但缺点就是剧情太散了，本来想给四星，但给四星实在对不起最伟大的志愿军战士！
453$25845392$长津湖$寸言$2021-10-01 14:48:34$19$战场近身搏斗戏挺震撼，应该是林导的手笔。
454$25845392$长津湖$ya玟玟$2021-10-01 21:06:25$73$电影中的战争场面不打折扣， 生在新中国🇨🇳 致敬中华人民共和国伟大的军人英雄们！ 也感动于拍摄这部电影的所有演员们，你们让当代年轻人看到了历史。
455$25845392$长津湖$可乐不加糖$2022-03-21 20:30:20$3$都是战斗场面，基本没有剧情，除了敬佩志愿军战士，其他我无话可说。
456$25845392$长津湖$小白$2021-09-25 23:30:41$198$有幸成为天津的首批观众，激动的心情不能平复，评价就两个字：值得，电影值得去电影院观看，演员和制作团队值得观众对他们的夸赞，伟大的志愿军精神更值得每个中国人铭记……电影是真的尊重历史，尊重感情，尊重战争。大场面大制作，小屏幕看感受不到浩大的战争场面带给人的震撼，每到战争场景时手握着拳头松不开，紧张，激动……嘴里不停的说干死他们……或许之前有对三个导演能否做一个流畅动人的作品的怀疑，有对其中某一位导演的不相信，但现在看完了整部电影，只能说多虑了。千里英勇果敢，万里倔强成长，梅生，雷爹，余从戎，平河……千万志愿军的缩影，谢谢您们付出一切，乃至生命……千玺，你小子又完成了一部高质量的作品，越来越能让我们影迷骄傲的说一句：易烊千玺是一名合格的演员，有他的电影值得去电影院看。
457$25845392$长津湖$这手我不要了$2021-10-01 22:10:10$98$史诗级战争!铭记历史，致敬英雄!
458$25845392$长津湖$kylegun$2021-10-22 00:29:31$3$看来战狼单挑坦克已成习惯，加上各种装甲炸飞猛男凹造型，尸横遍野血雾肉屑，暴力场面审查无顾虑外加资金无上限，林超贤和徐克估计玩得挺爽；伟光正人物刻画和突兀文戏政宣台词和网大质感CG就直接忽略掉吧，这个大环境反正也不可能拍出啥严肃历史战争反思的东西，只能靠民族情绪裹挟试探着类型片之路，都不容易……
459$25845392$长津湖$逐影$2021-09-30 13:27:46$252$强烈推荐！非常棒！
460$25845392$长津湖$唯唯$2021-10-19 10:01:06$15$以人物单线始，兄长线在中段偏够就完成了转变，所以只有以群戏其他角色的悲壮来完成结尾升华，总觉得乱乱的怪怪的，重心不明，备受争议的网课镜头看到时真是会心一笑，小村庄的那场戏看着是节奏和视觉是最爽的，后面的则以全局呈现更多。以及观看的时候总是不自觉的想，战争片的内核应该永恒是反战。
461$25845392$长津湖$soso$2021-10-09 11:18:25$6$从这部影片创造的票房奇迹这一点，就能给它十个赞。连出版社出版的《血战长津湖》和《决战朝鲜》两部书都卖断货，至少让更多的国人愿意去了解70年前发生的事件。战争太残酷了，加上装备的差距和气候的严酷，真是惨烈。有两个细节印象深刻：一是北极熊全军覆没，冲进指挥部，说：“有些枪不能打”，军人，对真正的军人是敬重的，哪怕他是敌人；二是美军撤退时看见“冰雕”投去的尊敬的眼神。美中不足的是，主线对严寒表现得少了一些，其实从史料看，这是东线战场长津湖之战非常重要的特点
462$25845392$长津湖$小平平$2021-10-19 16:43:04$20$看的好累，你要说战争片，我只能给这分了...不知道的还以为看港片枪战戏呢。
463$25845392$长津湖$馒头$2021-10-01 17:35:38$62$看完了，蛮不错的
464$25845392$长津湖$宇$2021-10-06 15:07:21$27$缺少细节，把美国人想的太简单了，整体把握不够，时间偏长。
465$25845392$长津湖$顾槐夏$2021-09-30 11:14:04$298$有幸看了提前观影，超级感动。浓厚的家国情怀，也很有教育意义，老戏骨们演技也太赞了赞了~喜欢！
466$25845392$长津湖$顾南衣$2021-10-01 17:32:25$28$喜欢前面遭遇游击那一段 真到长津湖了反倒就那样😅
467$25845392$长津湖$左撇子安德烈$2021-10-04 13:37:13$20$打得一拳开，免得百拳来。
468$25845392$长津湖$喜欢他的眼睛$2021-09-26 20:44:31$22$林超贤对战争的把控很到位啊，还是挺不错的可以看看。
469$25845392$长津湖$图案人$2021-11-21 16:40:24$1$3.5星，战争片不是我的类型。这场战争的性质也暂且不论，作为电影还是可以的，节奏明快，场面刺激。
470$25845392$长津湖$蕊蕊爱电影$2021-10-03 18:34:56$23$致敬革命先烈，必须满分
471$25845392$长津湖$大佬$2021-09-30 09:24:01$332$有幸能看到这样一部我愿称之为我看过最好的战争片，“打得一拳开，免得百拳来”，开片就坚定了为什么一定要打这一场战，通过伍万里的视角看到了祖国的山河壮丽，也看到了战争的残酷无情，更看到无数先辈为了下一代的美好而牺牲。每一个人物都很鲜活，每一个场面都很壮观。
472$25845392$长津湖$暴走的王大锤$2021-10-04 15:08:56$23$感觉一般
473$25845392$长津湖$。。$2022-01-07 14:30:23$28$这部片子就是一部商业片，打着情怀赚票房的片子，一部电影要精简，加一些乱七八糟的人物进去有什么用，而且人物的塑造也不行，不如叫《长津湖之七连》，战争片不是战争片，历史片又不是历史片。
474$25845392$长津湖$半日光辉$2021-10-14 13:05:19$2$问题很多，优点是对于推广大众对于抗美援朝的认识有帮助。
475$25845392$长津湖$长樱$2021-10-01 14:46:17$11$万语千言汇成一句话：感谢先辈们用鲜血为我们换来的美好今天！
476$25845392$长津湖$momo$2021-10-03 11:24:57$60$前面一小时很不错，中间开始拉跨，最后结尾一般，虎头蛇尾，群戏非常乱，割裂感很强
477$25845392$长津湖$豆友198006194$2022-01-01 23:18:13$40$三个小时的电影，可以说没有一处让人感动的，更谈不上震撼了。属于看过很快就会没什么印象的片子。当初没去电影院观看是正确的。
478$25845392$长津湖$是我橙子$2021-10-01 14:03:38$37$所有的演员都不是他们自己 都是角色本身！！为所有可爱的人们致敬 为所有的英雄致敬！！
479$25845392$长津湖$鹿知山$2022-01-29 01:43:38$1$很难将电影和民族气概割裂开 的确史诗般的战争片还存在这样那样的问题 几位大导演对整体无论是节奏还是调度还是抠细节...把握力度不足 但素 都止不住我翻涌的爱国主义热情 拳头都握紧了！妈妈我不过圣诞节了！
480$25845392$长津湖$Couthie$2021-10-05 01:01:20$18$我们就是需要这样优秀的爱国主义电影啊，因为小孩子们几乎不会了解到这段历史，而且环境差异以及家庭教育等因素，年轻人很难对于历史上建国的那些打天下的英雄们的牺牲有共情的感受了。而且拍摄的情节细节以及战争细节的刻画也比较丰富，不像以前的一些电视电影作品那般枯燥说教。觉得稍许欠缺或者有所期盼而未竟的是那冻亡以及火烧而亡的那些真实历史的情绪表达，若能够丰富下再多些角色，在那过程中有一半已经与观众留下较深的主角或者重要角色的印象后再牺牲，加强些那过程及原因，觉得会更加的触动人心吧。愿逝去的英雄安息，再无牵挂、脱离苦海、功德无量🙏🙏🙏
481$25845392$长津湖$你好你好你好$2021-09-30 15:18:06$229$全程无尿点！
482$25845392$长津湖$singingatnight$2021-10-04 18:31:04$82$浪费时间
483$25845392$长津湖$九零$2021-10-13 06:38:07$18$太长，感觉没剪过；战斗场面太乱，帧率不够；反派苍白；
484$25845392$长津湖$新之所向6$2021-10-04 11:08:13$29$感觉作为一部战争片中规中矩，战争场面拍的太乱了，晃眼😂
485$25845392$长津湖$芋泥泡芙$2021-10-01 17:36:01$14$"勿忘历史，勿忘英雄。
哪有什么岁月静好，只不过有人替你负重前行。
冰雪里冻僵的战士，隐姓埋名不搞特权的毛岸英，为救大家牺牲自我的雷哥，小册子上整整一页都牺牲了的名单……

四字的演技在戏骨众多的演员里显得浮夸了那么一些"
486$25845392$长津湖$Cool.酷儿$2021-10-05 03:40:04$11$是因为有前人的前仆后继，才会有我们的国泰民安。
487$25845392$长津湖$北岛枫香$2021-10-01 12:13:02$25$这部电影场面上拍的是很好的，但也确实不合我的胃口，看着这部电影的同时，我就在想，我该去看一下关于这场仗的相关资料，因为确实产生不了实感，整个脑子里就是，美军装备很好，素质不错，但是遇到的对手，是他们难以想象的中国军人，这样的想法，好像肤浅了一点，我特别不喜欢五万里这个人物的设置，我不想看人在战场上成长，也不喜欢把镜头聚焦在一个小队身上（是一个连，但是主要角色还是几个人），因为有重点，就会让我怀疑是否真实，是否有光环，在我的心里，觉得这样的叙事方法，是套路型的，这是我个人而言不太喜欢的
488$25845392$长津湖$安是一阵风$2021-10-02 14:33:01$9$大场面很多但是没有重点和高潮，全片也展示了志愿军战士们艰苦的作战条件和不屈的钢铁意志，国庆节还是值得一看的。珍爱和平来之不易。
489$25845392$长津湖$兮称$2021-11-03 19:46:15$1$节奏混乱，角色单薄，持续不断的狂轰滥炸令人耳眼疲惫，中国商业电影总是一种高高在上的意识，跟观众缺乏沟通和共鸣。
490$25845392$长津湖$kyle$2022-03-05 23:24:06$2$冗长且蓄意，一杯好酒也不必塞到我嘴边来喂我喝
491$25845392$长津湖$Youngblood.$2021-10-23 18:58:04$1$顶级配置，超级期待
492$25845392$长津湖$昊子$2021-11-04 17:53:46$5$历史考证不过关，想仿好莱坞，反而更扯淡。
493$25845392$长津湖$易燃易爆炸$2021-09-30 14:26:36$267$向上过战场的英雄们致敬！
494$25845392$长津湖$寒狐传媒$2021-10-16 08:28:56$0$3.5星。中规中矩。打得一拳开，免得百拳来。
495$25845392$长津湖$萧十八$2021-10-07 16:06:58$3$制空权、火力覆盖和后勤真的太重要了
496$25845392$长津湖$秦秦｀$2021-09-30 15:17:55$24$特效差点，全程无尿点。
497$25845392$长津湖$Alice$2021-10-06 00:06:42$10$哭死在电影院！
498$25845392$长津湖$昭昭$2022-03-25 20:56:10$3$叙事很乱，特效很差。
499$25845392$长津湖$butterfly$2021-10-05 12:44:50$17$很期待的看了这部电影，拍的一般。战争场面给我一种很乱的感觉，也没有很好表现出志愿军的精神，伍万里那个角色感觉有点多余
500$25845392$长津湖$普通无产者一员$2021-10-05 20:23:17$5$"六子啊六子，你死的好惨，大哥一定为你报仇。
比《金刚川》不知道高到哪里去了。
好，但是还不够好。"
501$25845392$长津湖$肉丸-$2021-10-01 08:37:33$140$画面拍的一绝 三个小时完全不觉得时间长 很值得看 最后祝祖国生日快乐❤️
502$25845392$长津湖$U 兔$2021-10-20 14:31:27$1$青岛首映场第333位观众。
503$25845392$长津湖$aa520$2021-10-01 17:08:17$24$电影拍不好的话，感觉都是对英雄的亵渎。
504$25845392$长津湖$候伯_马洛$2021-10-10 23:22:12$0$"欲扬先抑，先说缺点
1.前面的几个拼接画面直接与严肃的气氛产生了违和感，像是一个游戏的过场动画
2.战争场面过多，尤其是战斗机的轰炸场面，容易产生视觉疲劳
3.战争电影的通病，主角光环太明显了，伍万里迎着重机枪跑了那么长一段路一发子弹都没中，多少有点不现实
4.影片名叫长津湖，但是前面一大段都是讲的队伍如何行进到长津湖，而长津湖战役打完之后，结束过于仓促
5.徐克+陈凯歌+林超贤，如此豪华的导演阵容，作品却还是没逃出主旋律电影的窠臼。
缺点说完了，再说优点
1.至少对我个人来说，特效是完全能让我满足的，丝毫没有让人出戏的片段。
2.超级豪华的演员阵容，老演员们演技全部在线，易烊千玺的演技虽然显得有些稚嫩，但能看出有巨大的潜质。
3.毕竟是大导演的联合作品，画面的质量非常高。"
505$25845392$长津湖$如歌的行板$2021-10-06 22:23:37$50$非专业评审不来，只知道这样的题材应该多拍给和平年代的我们，牢记历史，爱我祖国。
506$25845392$长津湖$栗栗皆辛苦$2021-10-01 22:42:37$61$"我始终认为一部好的电影可以讲诉一个很好的故事，一个会让人沉浸其中的故事。
但是，他却让我游离。
喜欢其中一句话，大概意思是，我们打仗，是为了我们的后代不打仗。
最开始的轰炸加上配乐很想让人哭，无助。
主旋律的电影始终是符合一些期待的。在这个时候，是正确的。
尸横遍野。
国家强盛才能不被欺负。
小米加步枪对上美军的大炮，怎么获胜，只能用身体啊。"
507$25845392$长津湖$男儿坠地志四方$2021-09-30 22:27:36$219$人民英雄永垂不朽
508$25845392$长津湖$再来三个肉夹馍$2021-09-29 11:55:47$61$震撼、炸裂、意犹未尽。三位导演各取所长尽情释放，想到这会是一部惨烈的电影，没想到这还是一部燃爆的爽片，既表现出战争场面的宏大波澜壮阔，又有近景绝境还生惊险肉搏的诠释，刺激震撼之余深切感受到抗美援朝志愿军的不屈与坚韧。当然在战争震撼场面之外，大部分文戏也毫不懈怠，列车行驶中巍峨的万里长城，入伍仪式第多少名兵的庄严，浪漫至极。
509$25845392$长津湖$侃侃而谈$2021-10-02 17:17:06$16$这部电影有点可怕，三个导演居然能把自己的优点的缺点全部冗杂在里面。整部电影其实放到四个小时把前面中南海部分全部删掉，就剩下九兵团和陆战一师的火拼，分上下两集就好的多
510$25845392$长津湖$ZeonGin Sou$2021-10-30 01:05:48$0$国产战争片巅峰，突突突突突突突突，缺点就是，长得有点过火。
511$25845392$长津湖$TAKAMASI$2021-10-07 15:37:12$6$为抗美援朝五颗星 需要这样的电影 也希望更多的了解这段历史 虽然真的太难受了
512$25845392$长津湖$GNSJUGE$2021-10-01 04:23:56$53$人在阵地在！
513$25845392$长津湖$哈皮尼斯$2021-10-10 13:49:58$21$篇幅太长，电影特效太假了，作为献礼片也就勉强合格
514$25845392$长津湖$Arkin$2021-10-07 22:36:58$6$又一次独自去看影院看电影，虽然时长三个小时，但我一次手机没掏出来玩，一次厕所没去上过，一个瞌睡也没打，立国之战，打出国威，致敬先辈们，盛世如你们所愿。瑕疵方面：有时剪辑得有些凌乱，结束得似乎也有些仓促，是有续集的节奏吗？
515$25845392$长津湖$夜猫$2021-10-14 01:14:58$63$比预期好点，也就好一点吧。那群在冰雪里冻住的人更值得书写。如果战争只爽，痛苦一笔带过，会让年轻人有很多不切实际的意淫
516$25845392$长津湖$三国志蒙奇奇$2021-10-05 10:51:49$13$演技都挺好的，但是故事情节太多了，显不出重点，从头到尾，大多数都是炮击声，有点像竞技了，缺少感情表达。
517$25845392$长津湖$Paul$2022-03-06 00:17:53$2$这是电影么？
518$25845392$长津湖$墨染半壶$2021-10-01 12:42:51$112$家国情怀的剧，期待😍😍
519$25845392$长津湖$亚拉个黑$2022-02-06 08:07:36$9$重点不够突出，长的没有什么吸引力。主旋律可以，但是没必要靠音乐烘托，感觉力气用错了地方
520$25845392$长津湖$诗仪$2021-10-05 20:23:27$10$人家在过圣诞节，我们在吃冻土豆，真的是鲜明的对比。致敬先烈，铭记历史，吾辈自强。
521$25845392$长津湖$NL$2021-10-02 05:53:46$71$真的非常的震撼，虽然有三个小时的时间，但是内容精彩根本感觉不到就，看完了还意犹未尽。
522$25845392$长津湖$要争气的河豚🐡$2021-10-24 16:03:35$99$补评。单位组织观看，看完只有一个想法，一定要珍惜现在的生活，因为这是前人牺牲生命换来的。
523$25845392$长津湖$godgniklaW$2021-10-02 09:20:41$26$不要再拿爱国当盾牌，守着那点可怜的红钱
524$25845392$长津湖$五月$2021-10-01 17:35:15$74$电影前面文戏铺垫的相当不错，后面战争部分情节紧凑，紧张感拉满，爆炸做得很好，人物群像我认为也刻画到位了，走出电影院我还记得他们每一个人的名字。我军吃能把牙硌掉的土豆，美军吃火鸡、喝咖啡；我军列车被炸只能步行，美军的飞机就在头顶上盘旋，这场战役的补给和装备差距都太悬殊了，最后的冰雕我直接绷不住了。虽然我个人觉得有些地方的剪辑不是很喜欢，结尾也有些仓促，但总体瑕不掩瑜，如果能有下一部就好了！
525$25845392$长津湖$混世大魔王$2021-10-03 14:27:10$43$是我看过中国最好看的抗美援朝电影
526$25845392$长津湖$柠檬树下柠檬精$2021-10-29 06:46:59$19$当年志愿军非常艰辛，可是这电影怎么回事？把那么多故事强塞进一场电影里，看到结局内心毫无波澜只觉着心累，人物刻画扁平呆板不够立体
527$25845392$长津湖$十一伏特$2023-01-26 17:51:00$0$中段的村庄战拍得好。
528$25845392$长津湖$wonder$2022-01-03 00:03:54$14$接进四星  剧情有点美式  笑点非常美式   镜头等等都有美式的影子  有一段的慢镜头简直像白痴一样  玩弄观众当然   其实是电影团队被玩弄  胡军死的那段台词和表情非常到位  刚刚好就是满分  这段刚刚 刚刚好     易烊千玺就是命好   一无是处  三无产品  全程凶狠和白痴的表情  其他感情色彩无法用表情或台词表现出来一丁点  呵呵  没有灵性的偶像   说木偶人更贴切  舞蹈也僵硬难看  唱歌不讲了  能拿到这种资源这个表演能力   和刘浩存是一家人啊  tf三个人  三种不同形态的草包   顶级命格的草包  哎  心累   其他演员都没什么问题  平时都可以独挑大梁  没必要这样在主旋律里集中火力  浪费  易烊千玺太烂了  愤怒 痛苦 感动  都一个样   身体形态更是一塌糊涂  僵硬做作  假  和他本人一样  命太好  观众的命坎坷  还有第二部  我的天呐
529$25845392$长津湖$soul迪尔$2021-10-17 08:56:35$7$一般般，没预期的好，两场打斗都有些过于冗长，看着累，毛、彭、麦等人的出场都突兀，不如剪了，只要有宋将军和史密斯师长出镜就行了
530$25845392$长津湖$丫头$2021-10-19 22:50:26$0$"异国他乡，千里冰封，万里雪飘。

洋人看不起我们，尊严，要在战场上夺回来。

“他们来自四面八方。everywhere🇨🇳”
开饭了！！把他们烤成火鸡！

火车外群奔扔厚棉衣，雷爹那句“疼死我了，别把我一人留在这”，雪山上的人体冰雕，彻底破防。

“以静制动”的装备。是谋略，是胆识，是满腔壮志。

别着急别着急别着急。
战场上要冷静。

“不相信有完成不了的任务，不相信有克服不了的困难，不相信有战胜不了的敌人。”

个人感觉比八佰的描述感触更多更深。
下一代的我们，别把响亮有力的口号喊得无味。

感谢这些文字和影视作品，虽然没有百分百还原，虽然无法让所有受众都满意，但是能有机会多知晓一二，都很珍贵与感动。很可惜历史学科念得太差。历史并非是冰冷的年份人名原因意义啊。

并不是不恐惧❤️"
531$25845392$长津湖$小废柴柴$2021-10-05 08:59:58$24$片子时间有点过于长了，电影画面效果不错。但是剧情方面有点难以言尽，作为弟弟伍万里的角色刻画不够细致，他存在的意义是什么， 一开始的演技有一点点尴尬。整个电影把美军拍的有点过于懦弱了吧………… 作为故事大背景抗美援朝，也只有中美在对抗。片子不错的是画面效果方面，还有打光布景方面都很不错。
532$25845392$长津湖$他说爱情像云$2021-09-28 16:25:27$126$"很荣幸看的点映🎉 整体感受
是我看过最好的战争片 2d看出3d的效果

✨ 喜欢的角色
很喜欢伍万里的成长线 从一个江边调皮少年被迫成长为一个战场英雄 片中几处笑点都来自于他 看他从被大家调侃时的不服气到后期投出空爆被大家认可的过程很欣慰见证了他的成长 也意识到他已然成为了他一直想成为的一名真正的英雄

🎞 印象深刻的片段（涉及剧透）
lg的牺牲 我相信没有谁看了会不为之动容 先辈们真的很伟大 不能忘记今日的幸福是先辈们用身躯换来的

📝 喜欢的台词
“打得一拳开，免得百拳来”

🎬 喜欢的场景
万里被气到不想当兵要跳火车时打开车门的那一幕，映入眼帘的美好景色是祖国的大好河山、万里长城…"
533$25845392$长津湖$三月对我笑$2021-10-31 19:04:48$21$转折有点生硬，情节有点混杂，特效有点尴尬...结果最后我还是给了四星
534$25845392$长津湖$🔥Faith.$2022-01-15 01:58:27$7$不知所云 强行..
535$25845392$长津湖$看啥电影好呢$2021-09-29 13:27:36$737$"看完电影第一印象就是直呼过瘾！是近年来最接近于史诗般的战争片了。虽然176分钟不到三个小时，但一点也没有觉得长，剧情有张有弛却不拖沓，战斗场面枪林弹雨，紧张刺激，扣人心弦。虽说也有煽情之处，但为数不多，且情真意切，铁铮铮的汉子光荣牺牲，怎能不感人泪下？
抗美援朝如同抗日战争一样，抵抗外敌入侵，一个是自己国家，一个睦邻友好的兄弟国家，都是为了国家的安全，下一代人过上更美好的生活，无数先烈用鲜血和生命，换来国家独立，民族兴旺！我们应该时刻铭记这些最可爱的人！"
536$25845392$长津湖$曼彻斯特雨$2021-10-01 17:35:11$18$三个小时的电影却完全不会感到枯燥，几个老戏骨扎堆在一部电影里就太爽了！眼神戏真的绝！场面也很刺激，剧情上是很连贯的，就是最后快结束的时候欧豪那块剧情有一点突兀，出来的很突然又很快结束掉，总体来说是很不错的！
537$25845392$长津湖$面包边$2021-10-03 14:27:05$38$很久没有这么认真的看一部战争片了，近三个小时也没有觉得很长，还带家长去二刷了！
538$25845392$长津湖$桥边红药$2021-09-26 21:00:22$501$动作戏国产天花板确实，陈凯歌导演证明了自己，林超贤还是一贯的生猛，没有刻意的煽情，鼓励一下，五星。
539$25845392$长津湖$alan$2021-10-12 00:28:13$1$真不容易啊
540$25845392$长津湖$躺平喵啊$2021-09-29 22:16:37$24$有幸提前点映看了长津湖 对这段历史有了更深的认识 活跃在荧幕上的基本都是抗日或解放战争 这是第一次看抗美援朝相关的影视 太久没看战争类了 心堵得慌 心揪得慌 战争无论输赢都是人命堆出来的 “我们这一代打完了 他们下一代才能没有硝烟”
541$25845392$长津湖$田小野$2021-09-29 16:19:21$592$主旋律的电影，但是特别有不一样的味道，三位导演结合让电影更精彩，故事性很丰富，前后非常饱满，剧情也很多远，亲情，兄弟情，战友情，战争场面十分过瘾，不仅仅是战火纷飞的年代，也有战士们可爱的生活情节。易烊千玺的表演也是很有进步，继续努力。吴京，胡军，李晨等诠释的军人也是非常自然真实。
542$25845392$长津湖$我是小可爱$2021-09-28 16:44:16$112$有幸抢到了西安的点映，全程三个小时无尿点，不管是文戏还是打斗戏，2D看出了3D的画面，演员也超棒，太牛了，故事情节就先不剧透，国庆带着爸妈一起去看，
543$25845392$长津湖$王小七$2021-10-09 10:50:15$8$文戏和情节看得出压缩剪辑了很多，不连贯
544$25845392$长津湖$Wongwongwong$2021-11-26 00:52:22$0$4分5星；中国人太他娘的不容易了！！不看不是中国人！！（美国人的部分演的好塑料 囧）1942年中途岛，咱还是小米加步枪的打游击，1950年已经正面和美帝硬杠且杠赢了，牛逼就一个字，我只说一次🐂
545$25845392$长津湖$摸古$2021-10-18 16:27:51$32$如今的幸福真的來得太不容易了！！！！！！
546$25845392$长津湖$Quester$2021-10-12 18:01:58$1$三位导演操刀的作品，大投入，大场景，大制作，显出问鼎庙堂的雄心～结构较为古典，我都能一边看一边给片段写出小标题来，一到喜闻乐见的“写家书”环节，就知道接下来该“牺牲”了～吸收了一些游戏化的作战图到战斗实景的镜头切换方式，但爆破烟火风格还是停留在20年前的好莱坞风格，好看但有点假，如果能像《集结号》更贴近真实可能会更适应现代审美～人物塑造较为丰满，很符合“阳刚美”的主旋律要求～
547$25845392$长津湖$Y$2021-10-09 22:21:29$12$要是那个懂英文的帅哥挂了那我就要急
548$25845392$长津湖$瓣豆豆$2021-10-24 10:28:47$14$热泪盈眶得一把鼻涕一把泪
549$25845392$长津湖$开心快乐每一天$2022-01-02 10:12:21$1$看的我热泪盈眶，英烈不能忘记，没有他们的牺牲精神也没有国家的平安繁荣。
550$25845392$长津湖$Bruce Wayne$2021-10-04 16:47:26$9$特效咋就这么拉胯呢？
